NUM_BORD,REF_CTR_BORD,ANNEE_BORD,REF_ADH_BORD,REF_ACH_BORD,DAT_BORD,NB_DOC_BORD,MONT_TOT_BORD,DEVISE_ACH,SOLDE_BORD,VALIDE_BORD,DAT_SAISIE_BORD,EMETTEUR
07,67,2017,448,,2017-09-19,1,67715.7,,,True,2017-09-19,
07,68,2017,456,,2017-08-07,13,147276.4,,,True,2017-08-07,
07,71,2017,484,,2017-10-16,2,233686.792,,,True,2017-10-16,
07,73,2017,511,,2017-10-06,4,18696.27,,,True,2017-10-06,
07,86,2018,585,,2018-07-05,1,362716.266,,,True,2018-07-05,
07,94,2018,685,,2018-11-16,1,9237.399,,,True,2018-11-16,
07,95,2018,686,,2018-08-09,6,15958.778,,,True,2018-08-09,
07,98,2019,824,,2019-05-10,15,31189.92,,,True,2019-05-10,
07,100,2019,842,,2019-04-08,1,5000.0,,,True,2019-04-08,
07,101,2019,539,,2019-10-08,1,20825.6,,,True,2019-10-08,
07,102,2019,873,,2019-05-29,2,1389648.0,,,True,2019-05-29,
07,103,2019,881,,2019-07-10,1,5922.864,,,True,2019-07-10,
07,121,2019,1031,,2019-10-28,1,4173.6,,,True,2019-10-28,
07,122,2020,1045,,2020-02-24,1,45123.794,,,True,2020-02-24,
07,123,2019,1057,,2019-12-12,22,13320.236,,,True,2019-12-12,
07,125,2020,1097,,2020-01-28,1,4496.166,,,True,2020-01-28,
07,126,2020,1136,,2020-07-29,6,34174.178,,,True,2020-07-29,
07,128,2020,1159,,2020-09-04,2,86473.81,,,True,2020-09-04,
08,39,2015,178,,2015-07-30,1,14121.906,,,True,2015-07-31,
08,40,2017,183,,2017-05-25,1,202500.0,,,True,2017-05-26,
08,47,2019,200,,2019-01-03,1,32770.6,,,True,2019-01-03,
08,48,2015,202,,2015-12-19,4,17564.208,,,True,2015-12-22,
08,50,2016,204,,2016-04-12,1,22739.376,,,True,2016-04-13,
08,52,2016,215,,2016-07-28,2,190867.9,,,True,2016-07-29,
08,53,2016,227,,2016-05-14,6,14061.609,,,True,2016-05-17,
08,54,2018,246,,2018-02-01,1,48552.6,,,True,2018-02-01,
08,55,2016,249,,2016-08-29,10,18422.086,,,True,2016-09-02,
08,56,2017,252,,2017-02-01,1,14929.2,,,True,2017-02-03,
08,57,2017,309,,2017-08-01,47,166675.559,,,True,2017-08-01,
08,58,2017,318,,2017-03-21,5,7732.728,,,True,2017-03-21,
08,60,2017,338,,2017-09-29,4,21028.036,,,True,2017-09-29,
08,61,2017,378,,2017-03-22,1,9646.5,,,True,2017-03-27,
08,64,2017,442,,2017-03-14,4,3221.545,,,True,2017-03-15,
08,66,2017,447,,2017-06-21,13,10959.274,,,True,2017-06-21,
08,67,2017,448,,2017-10-06,1,272859.3,,,True,2017-10-06,
08,68,2017,456,,2017-10-02,12,65842.979,,,True,2017-10-02,
08,70,2019,473,,2019-06-26,1,70683.571,,,True,2019-06-26,
08,71,2018,484,,2018-01-11,2,62953.022,,,True,2018-01-11,
08,73,2017,511,,2017-11-08,4,17610.55,,,True,2017-11-08,
08,86,2018,585,,2018-10-04,1,62609.916,,,True,2018-10-04,
08,94,2018,685,,2018-12-21,1,14926.327,,,True,2018-12-21,
08,95,2018,686,,2018-08-10,3,5598.761,,,True,2018-08-10,
08,98,2019,824,,2019-06-24,1,205904.509,,,True,2019-06-24,
08,100,2019,842,,2019-04-29,1,7452.38,,,True,2019-04-29,
08,101,2019,539,,2019-11-07,1,60000.0,,,True,2019-11-07,
08,102,2019,873,,2019-05-31,1,147791.778,,,True,2019-05-31,
08,103,2019,881,,2019-07-15,1,9534.068,,,True,2019-07-15,
08,121,2020,1031,,2020-01-15,8,18469.6,,,True,2020-01-15,
08,122,2020,1045,,2020-03-30,1,128002.95,,,True,2020-03-30,
08,123,2019,1057,,2019-12-19,11,8817.703,,,True,2019-12-19,
08,125,2020,1097,,2020-02-13,6,57115.873,,,True,2020-02-13,
08,126,2020,1136,,2020-07-29,4,19665.0,,,True,2020-07-29,
09,27,2014,7,,2014-04-23,2,48923.797,,,True,,
09,39,2015,178,,2015-12-11,1,25955.002,,,True,2015-12-12,
09,40,2017,183,,2017-06-20,1,50510.0,,,True,2017-06-20,
09,47,2019,200,,2019-02-19,4,41213.674,,,True,2019-02-19,
09,49,2016,203,,2016-05-04,1,130338.67,,,True,2016-05-05,
09,52,2016,215,,2016-08-23,2,204447.5,,,True,2016-08-26,
09,53,2016,227,,2016-03-17,9,26403.24,,,True,2016-05-20,
09,55,2016,249,,2016-09-10,5,10108.605,,,True,2016-09-14,
09,56,2017,252,,2017-03-02,1,8112.15,,,True,2017-03-02,
09,57,2018,309,,2018-05-12,80,980006.706,,,True,2018-05-12,
09,60,2017,338,,2017-10-26,2,8682.052,,,True,2017-10-26,
09,61,2017,378,,2017-03-22,4,124671.363,,,True,2017-03-28,
09,64,2017,442,,2017-03-16,5,4545.876,,,True,2017-03-16,
09,66,2017,447,,2017-07-12,2,9991.108,,,True,2017-07-12,
09,67,2017,448,,2017-11-02,1,295011.3,,,True,2017-11-02,
09,68,2017,456,,2017-10-17,5,23044.493,,,True,2017-10-19,
09,71,2018,484,,2018-02-16,2,218782.817,,,True,2018-02-16,
09,73,2017,511,,2017-12-05,5,11172.38,,,True,2017-12-05,
09,86,2018,585,,2018-11-02,1,98615.233,,,True,2018-11-02,
09,94,2019,685,,2019-01-22,1,16236.057,,,True,2019-01-22,
09,95,2018,686,,2018-08-16,5,6899.582,,,True,2018-08-16,
09,98,2019,824,,2019-07-18,13,17536.197,,,True,2019-07-18,
09,100,2019,842,,2019-06-25,1,46590.765,,,True,2019-06-25,
09,101,2020,539,,2020-02-28,1,10000.0,,,True,2020-02-28,
09,102,2019,873,,2019-07-04,1,149674.786,,,True,2019-07-04,
09,103,2019,881,,2019-11-25,1,13162.278,,,True,2019-11-25,
09,122,2020,1045,,2020-06-04,1,73917.45,,,True,2020-06-04,
09,123,2019,1057,,2019-12-27,15,11000.57,,,True,2019-12-27,
09,125,2020,1097,,2020-02-19,6,52463.054,,,True,2020-02-19,
09,126,2020,1136,,2020-08-04,30,202190.574,,,True,2020-08-04,
1,18,2014,5,,2014-02-12,3,256648.412,,,True,,
1,22,2014,1,,2014-02-14,4,10830.9,,,True,,
1,23,2014,6,,2014-02-27,2,20350.6,,,True,,
1,24,2014,146,,2014-02-27,2,241919.472,,,True,,
1,33,2014,157,,2014-05-15,1,153612.895,,,True,,
1,34,2014,158,,2014-05-15,1,153488.705,,,True,,
1,36,2014,163,,2014-06-30,1,7876.125,,,True,,
1,37,2014,171,,2014-10-09,1,818068.442,,,True,2014-10-27,
1,38,2014,173,,2014-11-29,1,251896.62,,,True,2014-12-02,
1,47,2015,200,,2015-07-30,1,7980.475,,,True,2015-07-31,
1,49,2015,203,,2015-11-07,1,214829.974,,,True,2015-11-10,
1,56,2016,252,,2016-09-21,1,13960.55,,,True,2016-09-21,
1,57,2016,309,,2016-10-13,93,500037.249,,,True,2016-10-13,
1,58,2016,318,,2016-11-14,15,37654.723,,,True,2016-11-15,
1,59,2016,337,,2016-11-18,1,500000.0,,,True,2016-11-18,
1,60,2016,338,,2016-11-22,2,14412.485,,,True,2016-11-22,
1,61,2016,378,,2016-12-28,5,54110.003,,,True,2016-12-28,
1,67,2017,448,,2017-02-27,1,143152.8,,,True,2017-02-27,
1,89,2018,589,,2018-04-27,1,125386.945,,,True,2018-04-27,
10,9,2014,9,,2014-02-11,4,194281.302,,,True,,
10,21,2014,3,,2014-02-17,12,105381.766,,,True,,
10,27,2014,7,,2014-06-01,1,18900.0,,,True,,
10,35,2014,162,,2014-10-31,1,56170.766,,,True,2014-11-05,
10,36,2015,163,,2015-03-23,1,8978.935,,,True,2015-03-23,
10,40,2017,183,,2017-07-01,1,131500.0,,,True,2017-07-04,
10,46,2016,193,,2016-09-05,1,416238.242,,,True,2016-09-05,
10,48,2016,202,,2016-05-18,2,21632.5,,,True,2016-05-20,
10,49,2016,203,,2016-10-07,1,365829.64,,,True,2016-10-07,
10,50,2016,204,,2016-05-04,3,40140.44,,,True,2016-05-05,
10,51,2016,208,,2016-02-22,1,200000.5,,,True,2016-02-23,
10,52,2016,215,,2016-09-28,2,204376.3,,,True,2016-09-28,
10,53,2016,227,,2016-05-25,13,49512.739,,,True,2016-05-27,
10,55,2016,249,,2016-09-26,8,14384.617,,,True,2016-09-26,
10,56,2017,252,,2017-04-03,1,8915.0,,,True,2017-04-04,
10,57,2018,309,,2018-05-22,16,143271.277,,,True,2018-05-22,
10,58,2017,318,,2017-04-01,4,19126.935,,,True,2017-04-01,
10,60,2017,338,,2017-10-30,1,9445.476,,,True,2017-10-30,
10,61,2017,378,,2017-04-07,6,14063.951,,,True,2017-04-07,
10,64,2017,442,,2017-04-01,7,11014.338,,,True,2017-04-01,
10,66,2017,447,,2017-07-26,2,10059.367,,,True,2017-07-26,
10,67,2017,448,,2017-11-28,1,187990.2,,,True,2017-11-28,
10,68,2017,456,,2017-11-15,8,115377.15,,,True,2017-11-15,
10,71,2018,484,,2018-03-16,2,233398.871,,,True,2018-03-17,
10,73,2018,511,,2018-02-10,10,34700.0,,,True,2018-02-10,
10,86,2018,585,,2018-11-27,1,186412.905,,,True,2018-11-27,
10,94,2019,685,,2019-02-25,1,18364.464,,,True,2019-02-25,
10,95,2018,686,,2018-08-17,3,11627.584,,,True,2018-08-17,
10,98,2019,824,,2019-07-24,21,21018.41,,,True,2019-07-24,
10,100,2019,842,,2019-10-01,1,11682.467,,,True,2019-10-01,
10,101,2020,539,,2020-07-20,10,53490.637,,,True,2020-07-20,
10,103,2019,881,,2019-12-26,1,13094.207,,,True,2019-12-26,
10,122,2020,1045,,2020-08-17,2,79889.588,,,True,2020-08-17,
10,123,2020,1057,,2020-01-02,16,10049.724,,,True,2020-01-02,
10,125,2020,1097,,2020-03-09,2,23189.123,,,True,2020-03-09,
10,126,2020,1136,,2021-09-02,2,20000.0,TND,,True,2021-09-03,BOD0120
100,41,2017,8,,2017-02-13,1,102581.75,,,True,2017-02-14,
100,42,2016,9,,2016-05-31,2,204156.594,,,True,2016-06-02,
100,48,2018,202,,2018-03-01,1,7688.0,,,True,2018-03-01,
100,50,2018,204,,2018-02-19,4,52953.988,,,True,2018-02-19,
100,53,2019,227,,2019-08-14,10,7434.793,,,True,2019-08-14,
100,64,2019,442,,2019-09-11,19,26633.061,,,True,2019-09-11,
100,95,2019,686,,2019-07-23,1,4027.787,,,True,2019-07-23,
101,41,2017,8,,2017-02-16,1,101233.045,,,True,2017-02-18,
101,42,2016,9,,2016-06-03,1,126903.662,,,True,2016-06-06,
101,48,2018,202,,2018-03-01,1,2541.042,,,True,2018-03-01,
101,50,2018,204,,2018-02-22,1,26970.625,,,True,2018-02-22,
101,53,2019,227,,2019-08-14,14,6822.607,,,True,2019-08-14,
101,64,2019,442,,2019-09-20,6,10250.787,,,True,2019-09-20,
101,95,2019,686,,2019-07-23,5,12429.646,,,True,2019-07-23,
102,41,2017,8,,2017-03-22,1,195125.75,,,True,2017-03-22,
102,42,2016,9,,2016-06-13,2,232615.293,,,True,2016-06-15,
102,48,2018,202,,2018-03-01,2,16804.117,,,True,2018-03-01,
102,50,2018,204,,2018-02-26,4,18016.467,,,True,2018-02-26,
102,64,2019,442,,2019-10-07,9,10243.492,,,True,2019-10-07,
102,95,2019,686,,2019-08-07,2,6569.366,,,True,2019-08-07,
103,41,2017,8,,2017-04-01,1,152235.953,,,True,2017-04-01,
103,42,2016,9,,2016-06-20,2,182543.075,,,True,2016-06-22,
103,48,2018,202,,2018-03-09,1,7422.63,,,True,2018-03-09,
103,50,2018,204,,2018-03-02,1,26264.0,,,True,2018-03-02,
103,64,2019,442,,2019-11-11,19,36110.365,,,True,2019-11-11,
103,95,2019,686,,2019-08-22,3,12497.766,,,True,2019-08-23,
104,41,2017,8,,2017-04-05,1,105255.155,,,True,2017-04-06,
104,42,2016,9,,2016-06-28,2,171754.596,,,True,2016-06-29,
104,48,2018,202,,2018-03-21,1,5238.05,,,True,2018-03-21,
104,50,2018,204,,2018-03-05,3,37742.2,,,True,2018-03-05,
104,64,2019,442,,2019-11-12,9,8128.346,,,True,2019-11-12,
104,95,2019,686,,2019-09-06,3,10463.504,,,True,2019-09-06,
105,41,2017,8,,2017-05-15,1,103899.08,,,True,2017-05-15,
105,42,2016,9,,2016-07-01,2,160661.684,,,True,2016-07-04,
105,48,2018,202,,2018-03-21,1,11120.868,,,True,2018-03-21,
105,50,2018,204,,2018-03-08,1,11535.763,,,True,2018-03-08,
105,64,2019,442,,2019-11-22,1,272.734,,,True,2019-11-22,
105,95,2019,686,,2019-09-20,1,7563.587,,,True,2019-09-20,
106,41,2017,8,,2017-05-19,1,85755.63,,,True,2017-05-22,
106,42,2016,9,,2016-07-11,1,89182.787,,,True,2016-07-13,
106,48,2018,202,,2018-03-23,1,12511.679,,,True,2018-03-23,
106,50,2018,204,,2018-03-08,2,29860.86,,,True,2018-03-08,
106,64,2019,442,,2019-12-23,11,16864.812,,,True,2019-12-23,
106,95,2019,686,,2019-09-24,4,24128.811,,,True,2019-09-24,
107,41,2017,8,,2017-05-27,1,63662.85,,,True,2017-05-27,
107,42,2016,9,,2016-07-15,1,102037.88,,,True,2016-07-19,
107,48,2018,202,,2018-03-29,1,36404.783,,,True,2018-03-29,
107,50,2018,204,,2018-03-12,1,28512.04,,,True,2018-03-12,
107,64,2020,442,,2020-01-07,10,26530.218,,,True,2020-01-07,
107,95,2019,686,,2019-09-27,5,12160.986,,,True,2019-09-27,
108,41,2017,8,,2017-06-03,1,72800.5,,,True,2017-06-03,
108,42,2016,9,,2016-07-26,2,154374.237,,,True,2016-07-27,
108,48,2018,202,,2018-03-30,1,5771.951,,,True,2018-03-30,
108,50,2018,204,,2018-03-14,1,30498.78,,,True,2018-03-14,
108,64,2020,442,,2020-02-25,7,24282.047,,,True,2020-02-25,
108,95,2019,686,,2019-09-30,4,17522.126,,,True,2019-09-30,
109,41,2017,8,,2017-06-17,1,85265.7,,,True,2017-06-17,
109,42,2016,9,,2016-07-28,2,222748.414,,,True,2016-07-29,
109,48,2018,202,,2018-04-03,2,8785.437,,,True,2018-04-03,
109,50,2018,204,,2018-03-16,1,23034.827,,,True,2018-03-16,
109,64,2020,442,,2020-03-12,2,24220.992,,,True,2020-03-12,
109,95,2019,686,,2019-09-30,2,3541.808,,,True,2019-09-30,
11,9,2014,9,,2014-02-11,2,133758.1,,,True,,
11,20,2014,4,,2014-02-12,1,30469.027,,,True,,
11,21,2014,3,,2014-02-17,1,91911.936,,,True,,
11,27,2014,7,,2014-06-13,1,10974.752,,,True,,
11,29,2014,81,,2014-06-01,1,50595.313,,,True,,
11,35,2014,162,,2014-11-22,1,80000.0,,,True,2014-11-25,
11,36,2015,163,,2015-04-17,1,9081.839,,,True,2015-04-17,
11,40,2017,183,,2017-07-01,1,232500.0,,,True,2017-07-12,
11,46,2016,193,,2016-04-07,1,426268.079,,,True,2016-04-08,
11,48,2016,202,,2016-05-27,1,22237.853,,,True,2016-05-30,
11,49,2016,203,,2016-11-30,1,519229.5,,,True,2016-11-30,
11,50,2016,204,,2016-05-20,2,47828.733,,,True,2016-05-23,
11,51,2016,208,,2016-03-09,4,88732.0,,,True,2016-03-15,
11,52,2016,215,,2016-10-27,2,175013.1,,,True,2016-10-27,
11,53,2016,227,,2016-06-01,9,16483.566,,,True,2016-06-02,
11,55,2016,249,,2016-10-10,6,13756.544,,,True,2016-10-10,
11,56,2017,252,,2017-05-06,1,7802.55,,,True,2017-05-08,
11,57,2018,309,,2018-07-24,47,331897.422,,,True,2018-07-24,
11,58,2017,318,,2017-04-03,5,31124.37,,,True,2017-04-03,
11,60,2017,338,,2017-12-04,2,11623.082,,,True,2017-12-04,
11,61,2017,378,,2017-04-07,1,2992.5,,,True,2017-04-07,
11,64,2017,442,,2017-04-03,13,27663.059,,,True,2017-04-05,
11,66,2017,447,,2017-08-21,2,8712.91,,,True,2017-08-21,
11,67,2018,448,,2018-01-04,1,219270.4,,,True,2018-01-06,
11,68,2018,456,,2018-01-24,1,2266.1,,,True,2018-01-24,
11,71,2018,484,,2018-04-07,2,231329.797,,,True,2018-04-07,
11,73,2018,511,,2018-04-11,5,19873.62,,,True,2018-04-11,
11,86,2019,585,,2019-05-29,1,24723.194,,,True,2019-05-29,
11,94,2019,685,,2019-03-19,1,15890.729,,,True,2019-03-19,
11,95,2018,686,,2018-08-23,2,10434.458,,,True,2018-08-23,
11,98,2019,824,,2019-07-31,1,1345.425,,,True,2019-07-31,
11,100,2019,842,,2019-10-01,2,17100.537,,,True,2019-10-01,
11,101,2020,539,,2020-07-20,10,9469.033,,,True,2020-07-20,
11,103,2020,881,,2020-05-27,1,7597.495,,,True,2020-05-27,
11,122,2020,1045,,2020-08-31,1,40740.373,,,True,2020-08-31,
11,123,2020,1057,,2020-01-15,24,16808.108,,,True,2020-01-15,
11,125,2020,1097,,2020-03-12,1,12737.827,,,True,2020-03-12,
11,126,2020,1136,,2021-09-10,1,20000.0,TND,,True,2021-09-03,BOD0120
110,41,2017,8,,2017-07-10,1,64458.755,,,True,2017-07-10,
110,42,2016,9,,2016-08-16,1,129620.928,,,True,2016-08-18,
110,48,2018,202,,2018-04-03,2,6705.945,,,True,2018-04-03,
110,50,2018,204,,2018-03-21,1,30960.0,,,True,2018-03-21,
110,64,2020,442,,2020-03-23,2,6260.7,,,True,2020-03-24,
110,95,2019,686,,2019-10-03,1,8888.551,,,True,2019-10-03,
111,41,2017,8,,2017-07-12,1,51620.585,,,True,2017-07-12,
111,42,2016,9,,2016-08-22,2,133563.584,,,True,2016-08-23,
111,48,2018,202,,2018-04-04,1,1348.498,,,True,2018-04-04,
111,50,2018,204,,2018-03-23,3,63519.47,,,True,2018-03-23,
111,64,2020,442,,2020-04-13,5,21361.201,,,True,2020-04-13,
111,95,2019,686,,2019-10-07,3,12363.375,,,True,2019-10-07,
112,41,2017,8,,2017-08-01,1,92359.154,,,True,2017-08-01,
112,42,2016,9,,2016-09-02,2,193517.596,,,True,2016-09-02,
112,48,2018,202,,2018-04-04,2,5514.714,,,True,2018-04-04,
112,50,2018,204,,2018-03-26,1,8904.059,,,True,2018-03-26,
112,64,2020,442,,2020-04-24,1,11877.6,,,True,2020-04-24,
112,95,2019,686,,2019-10-09,1,6639.043,,,True,2019-10-09,
113,41,2017,8,,2017-08-01,1,101259.125,,,True,2017-08-01,
113,42,2016,9,,2016-09-10,2,225953.085,,,True,2016-09-10,
113,48,2018,202,,2018-04-13,1,1008.142,,,True,2018-04-13,
113,50,2018,204,,2018-03-29,1,21238.48,,,True,2018-03-29,
113,64,2020,442,,2020-05-20,11,33498.644,,,True,2020-05-20,
113,95,2019,686,,2019-10-11,2,11470.191,,,True,2019-10-11,
114,41,2017,8,,2017-09-05,1,79852.825,,,True,2017-09-05,
114,42,2016,9,,2016-10-01,2,190731.932,,,True,2016-10-01,
114,48,2018,202,,2018-04-13,1,1008.142,,,True,2018-04-13,
114,50,2018,204,,2018-04-02,1,35626.12,,,True,2018-04-02,
114,64,2020,442,,2020-07-08,34,68555.136,,,True,2020-07-08,
114,95,2019,686,,2019-10-14,2,10200.106,,,True,2019-10-14,
115,41,2017,8,,2017-09-05,1,101244.755,,,True,2017-09-05,
115,42,2016,9,,2016-10-04,2,230259.758,,,True,2016-10-04,
115,48,2018,202,,2018-04-13,1,1008.142,,,True,2018-04-13,
115,50,2018,204,,2018-04-11,4,75600.18,,,True,2018-04-11,
115,64,2020,442,,2020-08-10,5,23355.75,,,True,2020-08-10,
115,95,2019,686,,2019-10-16,4,10390.894,,,True,2019-10-16,
116,41,2017,8,,2017-10-02,1,194000.5,,,True,2017-10-02,
116,42,2016,9,,2016-10-07,2,148329.827,,,True,2016-10-07,
116,48,2018,202,,2018-04-13,2,31436.781,,,True,2018-04-13,
116,50,2018,204,,2018-04-18,1,19709.2,,,True,2018-04-18,
116,64,2020,442,,2020-09-03,6,30533.956,,,True,2020-09-03,
116,95,2019,686,,2019-10-24,6,9683.396,,,True,2019-10-24,
117,41,2017,8,,2017-10-16,1,75200.5,,,True,2017-10-16,
117,42,2016,9,,2016-10-07,1,50434.698,,,True,2016-10-07,
117,48,2018,202,,2018-04-23,1,58036.9,,,True,2018-04-23,
117,50,2018,204,,2018-04-19,2,24796.27,,,True,2018-04-19,
117,95,2019,686,,2019-11-07,3,7115.292,,,True,2019-11-07,
118,41,2017,8,,2017-10-20,1,151400.5,,,True,2017-10-28,
118,42,2016,9,,2016-11-08,2,199092.491,,,True,2016-11-10,
118,48,2018,202,,2018-05-02,1,10035.989,,,True,2018-05-02,
118,50,2018,204,,2018-04-28,3,40113.08,,,True,2018-04-28,
118,95,2019,686,,2019-11-11,3,16231.831,,,True,2019-11-11,
119,41,2017,8,,2017-11-04,1,145000.5,,,True,2017-11-04,
119,42,2016,9,,2016-11-17,2,204368.006,,,True,2016-11-17,
119,48,2018,202,,2018-05-08,1,308.245,,,True,2018-05-08,
119,50,2018,204,,2018-05-02,1,17466.75,,,True,2018-05-02,
119,95,2019,686,,2019-11-13,2,12696.639,,,True,2019-11-13,
12,9,2014,9,,2014-02-11,8,358782.539,,,True,,
12,21,2014,3,,2014-02-17,2,52893.066,,,True,,
12,22,2014,1,,2014-02-14,2,502.14,,,True,,
12,27,2014,7,,2014-06-23,1,11535.758,,,True,,
12,29,2014,81,,2014-06-30,4,156402.366,,,True,,
12,35,2014,162,,2014-12-08,1,93599.24,,,True,2014-12-16,
12,36,2015,163,,2015-05-21,1,10294.136,,,True,2015-05-21,
12,40,2017,183,,2017-07-26,1,171000.0,,,True,2017-07-26,
12,46,2017,193,,2017-04-21,1,566828.258,,,True,2017-04-25,
12,48,2016,202,,2016-07-21,2,32708.55,,,True,2016-07-22,
12,49,2017,203,,2017-02-21,1,42657.0,,,True,2017-02-21,
12,50,2016,204,,2016-06-02,2,30168.63,,,True,2016-06-06,
12,51,2016,208,,2016-03-23,1,88004.9,,,True,2016-03-24,
12,52,2016,215,,2016-11-26,2,116879.4,,,True,2016-11-26,
12,53,2016,227,,2016-06-08,14,30771.251,,,True,2016-06-09,
12,55,2016,249,,2016-10-20,12,12651.042,,,True,2016-10-20,
12,56,2017,252,,2017-05-16,1,593.3,,,True,2017-06-16,
12,57,2018,309,,2018-08-17,74,452428.378,,,True,2018-08-17,
12,58,2017,318,,2017-04-05,3,6044.04,,,True,2017-04-05,
12,60,2017,338,,2017-12-06,4,16853.85,,,True,2017-12-06,
12,61,2017,378,,2017-04-08,1,2435.1,,,True,2017-04-11,
12,64,2017,442,,2017-04-19,16,19228.014,,,True,2017-04-21,
12,66,2017,447,,2017-09-12,2,10558.97,,,True,2017-09-12,
12,67,2018,448,,2018-02-02,1,163846.8,,,True,2018-02-02,
12,68,2018,456,,2018-01-30,15,138514.28,,,True,2018-01-30,
12,71,2018,484,,2018-05-10,2,233924.998,,,True,2018-05-10,
12,73,2018,511,,2018-05-02,3,23476.46,,,True,2018-05-02,
12,86,2019,585,,2019-06-10,1,17114.754,,,True,2019-06-10,
12,94,2019,685,,2019-04-19,1,12454.677,,,True,2019-04-19,
12,95,2018,686,,2018-08-23,2,9659.653,,,True,2018-08-23,
12,98,2019,824,,2019-08-21,27,39293.413,,,True,2019-08-21,
12,101,2020,539,,2020-07-20,3,4530.207,,,True,2020-07-20,
12,123,2020,1057,,2020-01-28,31,17562.138,,,True,2020-01-28,
12,125,2020,1097,,2020-03-16,1,50949.535,,,True,2020-03-16,
12,126,2020,1136,,2021-09-03,1,50000.0,TND,,True,2021-09-03,BOD0120
120,41,2017,8,,2017-11-11,1,202500.5,,,True,2017-11-11,
120,42,2016,9,,2016-12-08,2,178538.685,,,True,2016-12-08,
120,48,2018,202,,2018-05-08,1,1350.774,,,True,2018-05-08,
120,50,2018,204,,2018-05-05,1,30102.01,,,True,2018-05-05,
120,95,2019,686,,2019-11-18,4,16468.347,,,True,2019-11-18,
121,41,2017,8,,2017-11-17,1,205000.5,,,True,2017-11-17,
121,42,2016,9,,2016-12-16,2,299590.458,,,True,2016-12-16,
121,48,2018,202,,2018-05-09,1,6902.66,,,True,2018-05-09,
121,50,2018,204,,2018-05-09,1,9450.0,,,True,2018-05-09,
121,95,2019,686,,2019-11-19,4,18466.476,,,True,2019-11-19,
122,41,2017,8,,2017-11-24,1,220000.5,,,True,2017-11-24,
122,42,2017,9,,2016-01-05,2,250362.552,,,True,2017-01-05,
122,48,2018,202,,2018-05-10,2,3486.756,,,True,2018-05-10,
122,50,2018,204,,2018-05-12,2,27597.26,,,True,2018-05-12,
123,41,2017,8,,2017-12-04,1,242400.5,,,True,2017-12-04,
123,42,2017,9,,2017-01-01,2,145985.371,,,True,2017-01-07,
123,48,2018,202,,2018-05-10,1,2399.64,,,True,2018-05-10,
123,50,2018,204,,2018-05-21,1,19980.0,,,True,2018-05-21,
123,95,2019,686,,2019-12-19,3,11859.298,,,True,2019-12-19,
124,41,2017,8,,2017-12-09,1,254125.5,,,True,2017-12-09,
124,42,2017,9,,2017-02-08,3,201980.616,,,True,2017-02-09,
124,48,2018,202,,2018-05-17,1,10938.128,,,True,2018-05-17,
124,50,2018,204,,2018-05-31,1,15240.0,,,True,2018-05-31,
124,95,2019,686,,2019-12-25,2,6986.719,,,True,2019-12-25,
125,41,2017,8,,2017-12-15,1,232585.0,,,True,2017-12-15,
125,42,2017,9,,2017-02-13,2,202216.578,,,True,2017-02-14,
125,48,2018,202,,2018-05-21,1,2655.288,,,True,2018-05-21,
125,50,2018,204,,2018-06-04,2,23834.0,,,True,2018-06-04,
125,95,2020,686,,2020-01-21,1,7375.797,,,True,2020-01-21,
126,41,2017,8,,2017-12-22,1,255496.0,,,True,2017-12-22,
126,42,2017,9,,2017-02-16,2,200966.76,,,True,2017-02-18,
126,48,2018,202,,2018-05-30,1,6509.481,,,True,2018-05-30,
126,50,2018,204,,2018-06-11,4,38112.76,,,True,2018-06-11,
126,95,2020,686,,2020-02-06,1,6391.643,,,True,2020-02-06,
127,41,2018,8,,2018-01-03,1,252475.75,,,True,2018-01-03,
127,42,2017,9,,2017-03-22,4,309521.9,,,True,2017-03-22,
127,48,2018,202,,2018-06-06,1,8969.594,,,True,2018-06-06,
127,50,2018,204,,2018-06-22,1,18711.0,,,True,2018-06-22,
127,95,2020,686,,2020-02-13,1,22632.64,,,True,2020-02-13,
128,41,2018,8,,2018-01-05,1,295281.0,,,True,2018-01-05,
128,42,2017,9,,2017-04-01,2,206942.258,,,True,2017-04-01,
128,48,2018,202,,2018-06-11,1,17453.609,,,True,2018-06-11,
128,50,2018,204,,2018-06-22,1,4657.43,,,True,2018-06-22,
128,95,2020,686,,2020-03-04,3,22991.808,,,True,2020-03-04,
129,41,2018,8,,2018-01-11,1,211200.6,,,True,2018-01-11,
129,42,2017,9,,2017-04-05,2,251208.2,,,True,2017-04-06,
129,48,2018,202,,2018-06-12,1,4711.902,,,True,2018-06-12,
129,50,2018,204,,2018-06-23,1,24987.98,,,True,2018-06-23,
129,95,2020,686,,2020-03-17,4,14477.215,,,True,2020-03-17,
13,9,2014,9,,2014-02-11,4,181483.452,,,True,,
13,21,2014,3,,2014-02-17,8,63741.205,,,True,,
13,27,2014,7,,2014-07-02,3,34475.0,,,True,,
13,29,2014,81,,2014-07-18,2,59211.784,,,True,,
13,35,2015,162,,2015-01-06,1,75122.274,,,True,2015-01-07,
13,36,2015,163,,2015-07-06,1,3763.367,,,True,2015-07-09,
13,40,2017,183,,2017-09-23,1,76000.0,,,True,2017-09-23,
13,46,2018,193,,2018-03-16,1,234239.281,,,True,2018-03-16,
13,48,2016,202,,2016-08-15,1,41285.389,,,True,2016-08-16,
13,49,2017,203,,2017-03-22,1,497334.6,,,True,2017-03-23,
