ID_HISTORIQUE,DATE_ACTION,ACTION,T_TABLE,ID_ENREGISTREMENT,LOGIN_USER,IP_PC,NOM_PC,REF_CTR_HIST,REF_IND_HIST,ABREV_ROLE_HIST,ID_HISTORIQUEE
0,2019-11-01,Ajout,TR_TMM,198,1,192.168.49.151,SRVXFACTORWEB,,,,3
0,2019-11-22,Modification,T_DET_BORD,31004,30,192.168.49.151,SRVXFACTORWEB,95,975,,4
0,2019-11-22,Modification,TJ_DOCUMENT_DET_BORD,10955,30,192.168.49.151,SRVXFACTORWEB,95,,,5
0,2019-11-22,Modification,T_DET_BORD,31005,30,192.168.49.151,SRVXFACTORWEB,95,975,,6
0,2019-11-22,Modification,TJ_DOCUMENT_DET_BORD,10956,30,192.168.49.151,SRVXFACTORWEB,95,,,7
0,2019-11-26,Modification,T_DET_BORD,30330,30,192.168.49.151,SRVXFACTORWEB,45,30,,8
0,2019-11-26,Modification,TJ_DOCUMENT_DET_BORD,10238,30,192.168.49.151,SRVXFACTORWEB,45,,,9
0,2019-12-02,Ajout,TR_TMM,266,1,192.168.49.151,SRVXFACTORWEB,,,,10
0,2020-01-03,Ajout,TR_TMM,267,1,192.168.49.151,SRVXFACTORWEB,,,,11
0,2020-01-13,Réconsiliation,TJ_LETTRAGE,11574,azzouz,10.2.115.10,10.2.115.10,64,12,Réconsiliation 64,12
0,2020-01-13,Réconsiliation,TJ_LETTRAGE,11688,azzouz,10.2.115.10,10.2.115.10,100,1052,Réconsiliation 100,13
0,2020-01-13,Réconsiliation,TJ_LETTRAGE,11691,azzouz,10.2.115.10,10.2.115.10,50,1029,Réconsiliation 50,14
0,2020-01-13,Réconsiliation,TJ_LETTRAGE,10780,azzouz,10.2.115.10,10.2.115.10,42,32,Réconsiliation 42,15
0,2020-01-13,Réconsiliation,TJ_LETTRAGE,11519,azzouz,10.2.115.10,10.2.115.10,48,59,Réconsiliation 48,16
0,2020-01-13,Réconsiliation,TJ_LETTRAGE,12012,azzouz,10.2.115.10,10.2.115.10,50,125,Réconsiliation 50,17
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12210,cyrine,10.2.115.20,10.2.115.20,49,1096,Creation Encaissement 0789710,18
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12211,cyrine,10.2.115.20,10.2.115.20,98,250,Creation Encaissement 2282778,19
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12212,cyrine,10.2.115.20,10.2.115.20,48,12,Creation Encaissement 0109616,20
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11573,cyrine,10.2.115.20,10.2.115.20,48,202,Numérisation_des_documents0109616,21
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11572,cyrine,10.2.115.20,10.2.115.20,98,824,Numérisation_des_documents2282778,22
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11571,cyrine,10.2.115.20,10.2.115.20,49,203,Numérisation_des_documents0789710,23
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12074,azzouz,10.2.115.10,10.2.115.10,57,856,Réconsiliation 57,24
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12126,azzouz,10.2.115.10,10.2.115.10,57,663,Réconsiliation 57,25
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12132,azzouz,10.2.115.10,10.2.115.10,57,731,Réconsiliation 57,26
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11740,azzouz,10.2.115.10,10.2.115.10,57,361,Réconsiliation 57,27
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11402,azzouz,10.2.115.10,10.2.115.10,95,695,Réconsiliation 95,28
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11393,azzouz,10.2.115.10,10.2.115.10,95,737,Réconsiliation 95,29
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11625,azzouz,10.2.115.10,10.2.115.10,57,361,Réconsiliation 57,30
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12067,azzouz,10.2.115.10,10.2.115.10,57,886,Réconsiliation 57,31
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11708,azzouz,10.2.115.10,10.2.115.10,95,655,Réconsiliation 95,32
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11782,azzouz,10.2.115.10,10.2.115.10,57,507,Réconsiliation 57,33
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11536,azzouz,10.2.115.10,10.2.115.10,95,722,Réconsiliation 95,34
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12108,azzouz,10.2.115.10,10.2.115.10,57,1061,Réconsiliation 57,35
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,11538,azzouz,10.2.115.10,10.2.115.10,95,714,Réconsiliation 95,36
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12097,azzouz,10.2.115.10,10.2.115.10,57,1067,Réconsiliation 57,37
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12102,azzouz,10.2.115.10,10.2.115.10,57,817,Réconsiliation 57,38
0,2020-01-15,Réconsiliation,TJ_LETTRAGE,12209,azzouz,10.2.115.10,10.2.115.10,45,30,Réconsiliation 45,39
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12213,cyrine,10.2.115.20,10.2.115.20,86,1018,Creation Encaissement 008664465054,40
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12214,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008598891114,41
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12215,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008598891211,42
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12216,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008598891308,43
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12217,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008598891405,44
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12218,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599065132,45
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12219,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599065229,46
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12220,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599065423,47
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12221,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599065326,48
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12222,cyrine,10.2.115.20,10.2.115.20,40,828,Creation Encaissement 008694309626,49
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12223,cyrine,10.2.115.20,10.2.115.20,40,828,Creation Encaissement 008694309529,50
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12224,cyrine,10.2.115.20,10.2.115.20,40,828,Creation Encaissement 008694309335,51
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12225,cyrine,10.2.115.20,10.2.115.20,40,828,Creation Encaissement 008694309432,52
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12226,cyrine,10.2.115.20,10.2.115.20,68,457,Creation Encaissement 008498306091,53
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12227,cyrine,10.2.115.20,10.2.115.20,48,60,Creation Encaissement 008697531384,54
0,2020-01-15,Creation bordereau,T_BORDEREAU,241,cyrine,10.2.115.20,10.2.115.20,50,204,Creation bordereau 241,55
0,2020-01-15,Creation bordereau,T_BORDEREAU,209,cyrine,10.2.115.20,10.2.115.20,41,8,Creation bordereau 209,56
0,2020-01-15,Creation bordereau,T_BORDEREAU,236,cyrine,10.2.115.20,10.2.115.20,42,9,Creation bordereau 236,57
0,2020-01-15,Valider bordereau,T_BORDEREAU,209,cyrine,10.2.115.20,10.2.115.20,41,8,Valider bordereau 209,58
0,2020-01-15,Valider bordereau,T_BORDEREAU,236,cyrine,10.2.115.20,10.2.115.20,42,9,Valider bordereau 236,59
0,2020-01-15,Valider bordereau,T_BORDEREAU,241,cyrine,10.2.115.20,10.2.115.20,50,204,Valider bordereau 241,60
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11595,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents236,61
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11594,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents209,62
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11593,cyrine,10.2.115.20,10.2.115.20,50,204,Numérisation_des_documents241,63
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11592,cyrine,10.2.115.20,10.2.115.20,48,202,Numérisation_des_documents008697531384,64
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11591,cyrine,10.2.115.20,10.2.115.20,68,456,Numérisation_des_documents008498306091,65
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11590,cyrine,10.2.115.20,10.2.115.20,40,183,Numérisation_des_documents008694309432,66
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11589,cyrine,10.2.115.20,10.2.115.20,40,183,Numérisation_des_documents008694309335,67
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11588,cyrine,10.2.115.20,10.2.115.20,40,183,Numérisation_des_documents008694309529,68
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11587,cyrine,10.2.115.20,10.2.115.20,40,183,Numérisation_des_documents008694309626,69
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11586,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599065326,70
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11585,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599065423,71
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11584,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599065229,72
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11583,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599065132,73
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11582,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008598891405,74
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11581,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008598891308,75
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11580,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008598891211,76
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11579,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008598891114,77
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11578,cyrine,10.2.115.20,10.2.115.20,86,585,Numérisation_des_documents008664465054,78
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12228,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406824,79
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12229,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406825,80
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12230,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406826,81
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12231,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406827,82
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12232,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406828,83
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12233,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406829,84
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12234,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406830,85
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12235,cyrine,10.2.115.20,10.2.115.20,41,29,Creation Encaissement 9406831,86
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12236,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008615360356,87
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12237,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008615362005,88
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12238,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008615362102,89
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12239,cyrine,10.2.115.20,10.2.115.20,42,32,Creation Encaissement 008615360259,90
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12240,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599066296,91
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12241,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599066393,92
0,2020-01-15,Creation Encaissement,T_ENCAISSEMENT,12242,cyrine,10.2.115.20,10.2.115.20,42,31,Creation Encaissement 008599066490,93
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11610,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599066490,94
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11609,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599066393,95
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11608,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008599066296,96
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11607,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008615360259,97
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11606,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008615362102,98
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11605,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008615362005,99
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11604,cyrine,10.2.115.20,10.2.115.20,42,9,Numérisation_des_documents008615360356,100
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11603,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406831,101
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11602,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406830,102
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11601,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406829,103
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11600,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406828,104
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11599,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406827,105
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11598,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406826,106
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11597,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406825,107
0,2020-01-15,Numérisation_des_documents,T_DOC_GED,11596,cyrine,10.2.115.20,10.2.115.20,41,8,Numérisation_des_documents9406824,108
0,2020-01-15,Creation bordereau,T_BORDEREAU,11,cyrine,10.2.115.20,10.2.115.20,123,1057,Creation bordereau 11,109
0,2020-01-15,Valider bordereau,T_BORDEREAU,11,cyrine,10.2.115.20,10.2.115.20,123,1057,Valider bordereau 11,110
0,2020-01-15,Creation bordereau,T_BORDEREAU,08,cyrine,10.2.115.20,10.2.115.20,121,1031,Creation bordereau 08,111
0,2020-01-15,Valider bordereau,T_BORDEREAU,08,cyrine,10.2.115.20,10.2.115.20,121,1031,Valider bordereau 08,112
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12243,cyrine,10.2.115.20,10.2.115.20,49,41,Creation Encaissement 4092655,113
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12244,cyrine,10.2.115.20,10.2.115.20,121,165,Creation Encaissement 008627885675,114
0,2020-01-16,Numérisation_des_documents,T_DOC_GED,11616,cyrine,10.2.115.20,10.2.115.20,121,1031,Numérisation_des_documents08,115
0,2020-01-16,Numérisation_des_documents,T_DOC_GED,11615,cyrine,10.2.115.20,10.2.115.20,123,1057,Numérisation_des_documents11,116
0,2020-01-16,Numérisation_des_documents,T_DOC_GED,11622,cyrine,10.2.115.20,10.2.115.20,121,1031,Numérisation_des_documents008627885675,117
0,2020-01-16,Numérisation_des_documents,T_DOC_GED,11621,cyrine,10.2.115.20,10.2.115.20,49,203,Numérisation_des_documents4092655,118
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,10737,azzouz,10.2.115.10,10.2.115.10,98,443,Réconsiliation 98,119
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12210,azzouz,10.2.115.10,10.2.115.10,49,1096,Réconsiliation 49,120
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12169,azzouz,10.2.115.10,10.2.115.10,98,344,Réconsiliation 98,121
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12212,azzouz,10.2.115.10,10.2.115.10,48,12,Réconsiliation 48,122
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12128,azzouz,10.2.115.10,10.2.115.10,57,492,Réconsiliation 57,123
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12141,azzouz,10.2.115.10,10.2.115.10,57,1081,Réconsiliation 57,124
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11622,azzouz,10.2.115.10,10.2.115.10,57,420,Réconsiliation 57,125
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11630,azzouz,10.2.115.10,10.2.115.10,57,738,Réconsiliation 57,126
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11539,azzouz,10.2.115.10,10.2.115.10,95,714,Réconsiliation 95,127
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12084,azzouz,10.2.115.10,10.2.115.10,57,883,Réconsiliation 57,128
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12099,azzouz,10.2.115.10,10.2.115.10,57,1063,Réconsiliation 57,129
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12120,azzouz,10.2.115.10,10.2.115.10,57,389,Réconsiliation 57,130
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11456,azzouz,10.2.115.10,10.2.115.10,95,719,Réconsiliation 95,131
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12162,azzouz,10.2.115.10,10.2.115.10,57,1092,Réconsiliation 57,132
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11458,azzouz,10.2.115.10,10.2.115.10,95,716,Réconsiliation 95,133
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12085,azzouz,10.2.115.10,10.2.115.10,57,1065,Réconsiliation 57,134
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11403,azzouz,10.2.115.10,10.2.115.10,95,695,Réconsiliation 95,135
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11500,azzouz,10.2.115.10,10.2.115.10,95,521,Réconsiliation 95,136
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12150,azzouz,10.2.115.10,10.2.115.10,57,1085,Réconsiliation 57,137
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11266,azzouz,10.2.115.10,10.2.115.10,57,822,Réconsiliation 57,138
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11985,azzouz,10.2.115.10,10.2.115.10,95,259,Réconsiliation 95,139
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12070,azzouz,10.2.115.10,10.2.115.10,57,373,Réconsiliation 57,140
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12075,azzouz,10.2.115.10,10.2.115.10,57,856,Réconsiliation 57,141
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12076,azzouz,10.2.115.10,10.2.115.10,57,700,Réconsiliation 57,142
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12098,azzouz,10.2.115.10,10.2.115.10,57,854,Réconsiliation 57,143
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12121,azzouz,10.2.115.10,10.2.115.10,57,714,Réconsiliation 57,144
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12110,azzouz,10.2.115.10,10.2.115.10,57,1061,Réconsiliation 57,145
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12133,azzouz,10.2.115.10,10.2.115.10,57,281,Réconsiliation 57,146
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12137,azzouz,10.2.115.10,10.2.115.10,57,1078,Réconsiliation 57,147
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11804,azzouz,10.2.115.10,10.2.115.10,57,1074,Réconsiliation 57,148
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11640,azzouz,10.2.115.10,10.2.115.10,57,867,Réconsiliation 57,149
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,12139,azzouz,10.2.115.10,10.2.115.10,57,1079,Réconsiliation 57,150
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,10834,azzouz,10.2.115.10,10.2.115.10,41,29,Réconsiliation 41,151
0,2020-01-16,Réconsiliation,TJ_LETTRAGE,11243,azzouz,10.2.115.10,10.2.115.10,57,727,Réconsiliation 57,152
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12245,cyrine,10.2.115.20,10.2.115.20,53,229,Creation Encaissement 008559371083,153
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12246,cyrine,10.2.115.20,10.2.115.20,53,229,Creation Encaissement AV1-16-01-2020,154
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12247,cyrine,10.2.115.20,10.2.115.20,53,229,Creation Encaissement 008559667321,155
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12248,cyrine,10.2.115.20,10.2.115.20,53,229,Creation Encaissement AV2-16-01-2020,156
0,2020-01-16,Creation Encaissement,T_ENCAISSEMENT,12249,cyrine,10.2.115.20,10.2.115.20,48,73,Creation Encaissement 6589201,157
0,2020-01-17,Creation bordereau,T_BORDEREAU,297,cyrine,10.2.115.20,10.2.115.20,48,202,Creation bordereau 297,158
0,2020-01-17,Valider bordereau,T_BORDEREAU,297,cyrine,10.2.115.20,10.2.115.20,48,202,Valider bordereau 297,159
0,2020-01-17,Numérisation_des_documents,T_DOC_GED,11629,cyrine,10.2.115.20,10.2.115.20,48,202,Numérisation_des_documents6589201,160
0,2020-01-17,Numérisation_des_documents,T_DOC_GED,11627,cyrine,10.2.115.20,10.2.115.20,53,227,Numérisation_des_documents008559667321,161
0,2020-01-17,Numérisation_des_documents,T_DOC_GED,11625,cyrine,10.2.115.20,10.2.115.20,53,227,Numérisation_des_documents008559371083,162
0,2020-01-17,Numérisation_des_documents,T_DOC_GED,10063,cyrine,10.2.115.20,10.2.115.20,64,442,Numérisation_des_documents008474781845,163
0,2020-01-17,Numérisation_des_documents,T_DOC_GED,11640,cyrine,10.2.115.20,10.2.115.20,48,202,Numérisation_des_documents297,164
0,2020-01-17,Creation bordereau,T_BORDEREAU,30,cyrine,10.2.115.20,10.2.115.20,57,309,Creation bordereau 30,165
0,2020-01-17,Valider bordereau,T_BORDEREAU,30,cyrine,10.2.115.20,10.2.115.20,57,309,Valider bordereau 30,166
0,2020-01-17,Creation Encaissement,T_ENCAISSEMENT,12250,cyrine,10.2.115.20,10.2.115.20,64,12,Creation Encaissement AV19036,167
0,2020-01-17,Numérisation_des_documents,T_DOC_GED,11644,cyrine,10.2.115.20,10.2.115.20,64,442,Numérisation_des_documentsAV19036,168
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1019,cyrine,10.2.115.20,10.2.115.20,57,258,Saisi limite 57,169
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1019,cyrine,10.2.115.20,10.2.115.20,57,258,Valide Limite 57,170
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1020,cyrine,10.2.115.20,10.2.115.20,57,263,Saisi limite 57,171
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1020,cyrine,10.2.115.20,10.2.115.20,57,263,Valide Limite 57,172
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1021,cyrine,10.2.115.20,10.2.115.20,57,266,Saisi limite 57,173
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1021,cyrine,10.2.115.20,10.2.115.20,57,266,Valide Limite 57,174
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1022,cyrine,10.2.115.20,10.2.115.20,57,270,Saisi limite 57,175
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1023,cyrine,10.2.115.20,10.2.115.20,57,867,Saisi limite 57,176
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1024,cyrine,10.2.115.20,10.2.115.20,57,886,Saisi limite 57,177
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1025,cyrine,10.2.115.20,10.2.115.20,57,1033,Saisi limite 57,178
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1026,cyrine,10.2.115.20,10.2.115.20,57,1038,Saisi limite 57,179
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1027,cyrine,10.2.115.20,10.2.115.20,57,1041,Saisi limite 57,180
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1028,cyrine,10.2.115.20,10.2.115.20,57,1044,Saisi limite 57,181
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1029,cyrine,10.2.115.20,10.2.115.20,57,1060,Saisi limite 57,182
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1030,cyrine,10.2.115.20,10.2.115.20,57,1061,Saisi limite 57,183
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1031,cyrine,10.2.115.20,10.2.115.20,57,1064,Saisi limite 57,184
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1032,cyrine,10.2.115.20,10.2.115.20,57,1068,Saisi limite 57,185
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1033,cyrine,10.2.115.20,10.2.115.20,57,1077,Saisi limite 57,186
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1034,cyrine,10.2.115.20,10.2.115.20,57,1080,Saisi limite 57,187
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1035,cyrine,10.2.115.20,10.2.115.20,57,1089,Saisi limite 57,188
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1036,cyrine,10.2.115.20,10.2.115.20,57,1093,Saisi limite 57,189
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1036,cyrine,10.2.115.20,10.2.115.20,57,1093,Valide Limite 57,190
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1035,cyrine,10.2.115.20,10.2.115.20,57,1089,Valide Limite 57,191
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1034,cyrine,10.2.115.20,10.2.115.20,57,1080,Valide Limite 57,192
0,2020-01-17,Saisi limite,T_DEM_LIMITE,822,cyrine,10.2.115.20,10.2.115.20,57,883,Valide Limite 57,193
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1033,cyrine,10.2.115.20,10.2.115.20,57,1077,Valide Limite 57,194
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1032,cyrine,10.2.115.20,10.2.115.20,57,1068,Valide Limite 57,195
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1031,cyrine,10.2.115.20,10.2.115.20,57,1064,Valide Limite 57,196
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1030,cyrine,10.2.115.20,10.2.115.20,57,1061,Valide Limite 57,197
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1029,cyrine,10.2.115.20,10.2.115.20,57,1060,Valide Limite 57,198
0,2020-01-17,Saisi limite,T_DEM_LIMITE,1028,cyrine,10.2.115.20,10.2.115.20,57,1044,Valide Limite 57,199
