ID_DET_BORD,REF_CTR_DET_BORD,ANNEE_BORD,NUM_BORD,TYP_DET_BORD,NUM_CREANCE_ASS_BORD,TYP_ASS_DET_BORD,DAT_DET_BORD,MONT_TTC_DET_BORD,DEVISE_DET_BORD,ECH_DET_BORD,ECH_APR_PROROG_DET_BORD,MONT_OUV_DET_BORD,DELAI_PAIE_DET_BORD,MODE_REG_DET_BORD,TYP_REG_DET_BORD,TX_FDG_DET_BORD,TX_COMM_FACT_DET_BORD,ANNUL_DET_BORD,VALIDE_DET_BORD,REF_IND_DET_BORD,MONT_FDG_DET_BORD,MONT_FDG_LIBERE_DET_BORD,MONT_COMM_FACT_DET_BORD,TX_TVA_COMM_FACT_DET_BORD,MONT_TVA_COMM_FACT_DET_BORD,MONT_TTC_COMM_FACT_DET_BORD,ID_CALC_DISPO_DET_BORD,REF_DET_BORD,COMM_DET_BORD,RETENU_DET_BORD
1,26,2014,29,fact ,1,,2014-03-28,258518.4,TND,120.0,,0.0,,T    ,,0.0,1.5,False,True,31,0.0,0.0,3877.776,0.18,698.0,4575.776,,,,0.0
10,9,2014,26,fact ,10,,2014-03-29,12369.899,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,30,0.0,0.0,185.548,0.0,0.0,185.548,,,,0.0
101,9,2014,10,fact ,101,,2014-02-06,48570.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,728.55,0.0,0.0,728.55,,,,
1010,21,2014,10,fact ,1010,,2014-02-17,5148.976,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,124,0.0,0.0,51.49,0.0,0.0,51.49,,,,0.0
1011,21,2014,10,fact ,1011,,2014-02-17,37005.79,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,370.058,0.0,0.0,370.058,,,,0.0
1012,21,2014,10,fact ,1012,,2014-02-17,9087.875,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,90.879,0.0,0.0,90.879,,,,0.0
102,9,2014,10,fact ,102,,2014-02-13,48570.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,728.55,0.0,0.0,728.55,,,Date de li,
103,9,2014,10,fact ,103,,2014-02-20,48570.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,728.55,0.0,0.0,728.55,,,,
104,9,2014,10,fact ,104,,2014-02-27,48571.302,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,728.57,0.0,0.0,728.57,,,,
105,21,2014,10,fact ,105,,2014-02-17,11322.5,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,98,0.0,0.0,113.225,0.0,0.0,113.225,,,,0.0
106,21,2014,10,fact ,106,,2014-02-17,5518.434,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,124,0.0,0.0,55.184,0.0,0.0,55.184,,,,0.0
107,21,2014,10,fact ,107,,2014-02-17,7032.02,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,100,0.0,0.0,70.32,0.0,0.0,70.32,,,,
108,21,2014,10,fact ,108,,2014-02-17,17519.86,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,113,0.0,0.0,175.199,0.0,0.0,175.199,,,,0.0
109,21,2014,10,fact ,109,,2014-02-17,21238.276,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,97,0.0,0.0,212.383,0.0,0.0,212.383,,,,0.0
11,9,2014,26,fact ,11,,2014-02-10,69085.185,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,30,0.0,0.0,1036.278,0.0,0.0,1036.278,,,,0.0
111,21,2014,11,fact ,111,,2014-02-17,114889.92,TND,227.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,9269.229,1148.899,0.0,0.0,1148.899,,,,0.0
112,9,2014,11,fact ,112,,2014-02-25,67258.1,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,1008.872,0.0,0.0,1008.872,,,,
12,22,2014,1,fact ,12,,2012-05-23,8758.8,TND,0.0,,0.0,,C    ,,0.0,0.0,False,True,37,0.0,0.0,0.0,0.0,0.0,0.0,,,,131.382
121,22,2014,12,fact ,121,,2012-11-05,423.34,TND,0.0,,0.0,,C    ,,0.0,0.0,False,True,51,0.0,0.0,0.0,0.0,0.0,0.0,,,,
122,9,2014,12,fact ,122,,2014-04-11,50000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,750.0,0.0,0.0,750.0,,,,0.0
123,9,2014,12,fact ,123,,2014-04-18,50000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,750.0,0.0,0.0,750.0,,,,
124,9,2014,12,fact ,124,,2014-04-25,55157.658,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,827.365,0.0,0.0,827.365,,,,
125,9,2014,12,fact ,125,,2014-03-05,38000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,570.0,0.0,0.0,570.0,,,,
126,9,2014,12,fact ,126,,2014-03-12,38000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,570.0,0.0,0.0,570.0,,,,
127,9,2014,12,fact ,127,,2014-03-19,38000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,570.0,0.0,0.0,570.0,,,,
128,9,2014,12,fact ,128,,2014-03-26,39624.881,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,594.373,0.0,0.0,594.373,,,,
13,18,2014,1,fact ,13,,2014-03-01,89590.48,TND,0.0,,0.0,,C    ,,0.0,0.0,False,True,22,0.0,0.0,0.0,0.0,0.0,0.0,,,,
131,9,2014,13,fact ,131,,2014-03-19,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,600.0,0.0,0.0,600.0,,,,0.0
1311,21,2014,13,fact ,131,,2014-02-17,11052.95,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,88,0.0,0.0,110.53,0.0,0.0,110.53,,,,0.0
132,9,2014,13,fact ,132,,2014-03-20,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,600.0,0.0,0.0,600.0,,,,0.0
1321,21,2014,13,fact ,132,,2014-02-17,5618.009,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,95,0.0,0.0,56.18,0.0,0.0,56.18,,,,
133,9,2014,13,fact ,133,,2014-02-07,50000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,750.0,0.0,0.0,750.0,,,,
1331,21,2014,13,fact ,133,,2014-02-17,6489.751,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,127,0.0,0.0,64.898,0.0,0.0,64.898,,,,0.0
134,9,2014,13,fact ,134,,2014-03-06,51483.452,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,772.252,0.0,0.0,772.252,,,,
1341,21,2014,13,fact ,134,,2014-02-17,5806.135,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,134,0.0,0.0,58.061,0.0,0.0,58.061,,,,
135,21,2014,13,fact ,135,,2014-02-17,10595.568,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,142,0.0,0.0,105.956,0.0,0.0,105.956,,,,
136,21,2014,13,fact ,136,,2014-02-17,7060.918,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,109,0.0,0.0,70.609,0.0,0.0,70.609,,,,0.0
137,21,2014,13,fact ,137,,2014-02-17,6999.961,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,134,0.0,0.0,70.0,0.0,0.0,70.0,,,,
138,21,2014,13,fact ,138,,2014-02-17,26053.214,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,112,0.0,0.0,260.532,0.0,0.0,260.532,,,,0.0
14,22,2014,1,fact ,14,,2012-05-14,1049.3,TND,0.0,,0.0,,C    ,,0.0,0.0,False,True,61,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
14032,25,2014,27,fact ,14032,,2014-02-01,112680.4,TND,120.0,,0.0,,C    ,,0.0,1.5,False,True,29,0.0,0.0,1690.206,0.18,304.237,1994.443,,,,
14033,25,2014,27,fact ,14033,,2014-02-01,121272.4,TND,120.0,,0.0,,T    ,,0.0,1.5,False,True,28,0.0,0.0,1819.086,0.18,327.435,2146.521,,,,
141,9,2014,14,fact ,141,,2014-02-28,27441.318,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,30,0.0,0.0,411.62,0.0,0.0,411.62,,,,0.0
142,9,2014,14,fact ,142,,2014-04-02,50494.751,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,757.421,0.0,0.0,757.421,,,,
15,22,2014,46,fact ,15,,2013-10-30,208.2,TND,45.0,,0.0,,C    ,,0.0,0.0,False,True,37,0.0,0.0,0.0,0.18,0.0,0.0,,,,
151,21,2014,15,fact ,151,,2014-02-17,2240.984,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,83,0.0,0.0,22.41,0.0,0.0,22.41,,,,
1510,21,2014,15,fact ,1510,,2014-02-17,4604.443,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,46.044,0.0,0.0,46.044,,,,0.0
1511,21,2014,15,fact ,1511,,2014-02-17,7015.335,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,70.153,0.0,0.0,70.153,,,,0.0
1512,21,2014,15,fact ,1512,,2014-02-17,3599.636,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,93,0.0,0.0,35.996,0.0,0.0,35.996,,,,0.0
1513,21,2014,15,fact ,1513,,2014-02-17,2240.972,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,132,0.0,0.0,22.41,0.0,0.0,22.41,,,,0.0
1514,21,2014,15,fact ,1514,,2014-02-17,6132.861,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,134,0.0,0.0,61.329,0.0,0.0,61.329,,,,
152,9,2014,15,fact ,152,,2014-05-07,36000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,540.0,0.0,0.0,540.0,,,,0.0
1521,21,2014,15,fact ,152,,2014-02-17,6209.344,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,86,0.0,0.0,62.093,0.0,0.0,62.093,,,,
153,9,2014,15,fact ,153,,2014-05-09,36000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,540.0,0.0,0.0,540.0,,,,
1531,21,2014,15,fact ,153,,2014-02-17,9570.103,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,86,0.0,0.0,95.701,0.0,0.0,95.701,,,,
154,9,2014,15,fact ,154,,2014-05-14,36000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,540.0,0.0,0.0,540.0,,,,
1541,21,2014,15,fact ,154,,2014-02-17,9865.673,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,88,0.0,0.0,98.657,0.0,0.0,98.657,,,,0.0
155,9,2014,15,fact ,155,,2014-05-16,34360.415,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,515.406,0.0,0.0,515.406,,,,
1551,21,2014,15,fact ,155,,2014-02-17,2681.235,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,96,0.0,0.0,26.812,0.0,0.0,26.812,,,,0.0
156,21,2014,15,fact ,156,,2014-02-17,11322.5,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,98,0.0,0.0,113.225,0.0,0.0,113.225,,,,0.0
157,21,2014,15,fact ,157,,2014-02-17,7627.92,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,105,0.0,0.0,76.279,0.0,0.0,76.279,,,,0.0
158,21,2014,15,fact ,158,,2014-02-17,6991.2,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,117,0.0,0.0,69.912,0.0,0.0,69.912,,,,0.0
159,21,2014,15,fact ,159,,2014-02-17,2400.4,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,117,0.0,0.0,24.004,0.0,0.0,24.004,,,,0.0
16,22,2014,46,fact ,16,,2014-02-19,212.8,TND,45.0,,0.0,,C    ,,0.0,0.0,False,True,48,0.0,0.0,0.0,0.18,0.0,0.0,,,,3.192
161,9,2014,16,fact ,161,,2014-02-21,173588.93,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,30,0.0,0.0,2603.834,0.0,0.0,2603.834,,,,
1610,21,2014,16,fact ,1610,,2014-02-17,25564.51,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,113,0.0,0.0,255.645,0.0,0.0,255.645,,,,
1611,10,2014,16,fact ,161,,2014-02-05,27000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,405.0,0.0,0.0,405.0,,,,
1612,21,2014,16,fact ,1612,,2014-02-17,12584.825,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,107,0.0,0.0,125.848,0.0,0.0,125.848,,,,0.0
1613,21,2014,16,fact ,1613,,2014-02-17,14809.504,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,124,0.0,0.0,148.095,0.0,0.0,148.095,,,,0.0
1614,21,2014,16,fact ,1614,,2014-02-17,17555.913,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,175.559,0.0,0.0,175.559,,,,0.0
1615,21,2014,16,fact ,1615,,2014-02-17,501168.5,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,5011.685,0.0,0.0,5011.685,,,,0.0
162,9,2014,16,fact ,162,,2014-04-04,78710.459,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,30,0.0,0.0,1180.657,0.0,0.0,1180.657,,,,
1621,10,2014,16,fact ,162,,2014-02-12,27000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,405.0,0.0,0.0,405.0,,,,
1622,21,2014,16,fact ,162,,2014-02-17,16059.786,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,92,0.0,0.0,160.598,0.0,0.0,160.598,,,,0.0
163,9,2014,16,fact ,163,,2014-05-21,46000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,690.0,0.0,0.0,690.0,,,,0.0
1631,10,2014,16,fact ,163,,2014-02-19,27000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,405.0,0.0,0.0,405.0,,,,
1632,21,2014,16,fact ,163,,2014-02-17,19211.739,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,92,0.0,0.0,192.117,0.0,0.0,192.117,,,,0.0
164,9,2014,16,fact ,164,,2014-05-23,46000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,690.0,0.0,0.0,690.0,,,,0.0
1641,10,2014,16,fact ,164,,2014-02-26,28435.4,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,426.531,0.0,0.0,426.531,,,,
1642,21,2014,16,fact ,164,,2014-02-17,10637.215,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,103,0.0,0.0,106.372,0.0,0.0,106.372,,,,0.0
165,9,2014,16,fact ,165,,2014-05-28,46000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,690.0,0.0,0.0,690.0,,,,0.0
1651,21,2014,16,fact ,165,,2014-02-17,13542.288,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,116,0.0,0.0,135.423,0.0,0.0,135.423,,,,0.0
166,9,2014,16,fact ,166,,2014-05-30,46636.385,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,31,0.0,0.0,699.546,0.0,0.0,699.546,,,,0.0
1661,21,2014,16,fact ,166,,2014-02-17,22215.552,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,97,0.0,0.0,222.156,0.0,0.0,222.156,,,,0.0
167,9,2014,16,fact ,167,,2014-05-02,44000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,660.0,0.0,0.0,660.0,,,,
1671,21,2014,16,fact ,167,,2014-02-17,13408.15,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,97,0.0,0.0,134.082,0.0,0.0,134.082,,,,0.0
168,9,2014,16,fact ,168,,2014-05-06,44000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,660.0,0.0,0.0,660.0,,,,
1681,21,2014,16,fact ,168,,2014-02-17,11322.5,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,98,0.0,0.0,113.225,0.0,0.0,113.225,,,,0.0
169,9,2014,16,fact ,169,,2014-05-13,44624.484,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,669.367,0.0,0.0,669.367,,,,
1691,21,2014,16,fact ,169,,2014-02-17,25564.51,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,113,0.0,0.0,255.645,0.0,0.0,255.645,,,,0.0
17,22,2014,46,fact ,17,,2013-10-08,225.0,TND,45.0,,0.0,,C    ,,0.0,0.0,False,True,51,0.0,0.0,0.0,0.18,0.0,0.0,,,,
171,22,2014,17,fact ,171,,2012-12-17,153.8,TND,0.0,,0.0,,C    ,,0.0,0.0,False,True,51,0.0,0.0,0.0,0.0,0.0,0.0,,,,
1710,21,2014,17,fact ,1710,,2014-02-17,5005.96,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,94,0.0,0.0,50.06,0.0,0.0,50.06,,,,0.0
1711,10,2014,17,fact ,171,,2014-02-07,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,600.0,0.0,0.0,600.0,,,,
1712,21,2014,17,fact ,1712,,2014-02-17,2699.827,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,99,0.0,0.0,26.998,0.0,0.0,26.998,,,,0.0
1713,21,2014,17,fact ,1713,,2014-02-17,4123.075,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,101,0.0,0.0,41.231,0.0,0.0,41.231,,,,
1714,21,2014,17,fact ,1714,,2014-02-17,2890.753,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,101,0.0,0.0,28.908,0.0,0.0,28.908,,,,
1715,21,2014,17,fact ,1715,,2014-02-17,8974.654,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,102,0.0,0.0,89.747,0.0,0.0,89.747,,,,0.0
1716,21,2014,17,fact ,1716,,2014-02-17,4026.3,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,102,0.0,0.0,40.263,0.0,0.0,40.263,,,,0.0
1717,21,2014,17,fact ,1717,,2014-02-17,3670.37,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,107,0.0,0.0,36.704,0.0,0.0,36.704,,,,0.0
1718,21,2014,17,fact ,1718,,2014-02-17,5524.393,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,107,0.0,0.0,55.244,0.0,0.0,55.244,,,,0.0
1719,21,2014,17,fact ,1719,,2014-02-17,2348.246,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,107,0.0,0.0,23.482,0.0,0.0,23.482,,,,0.0
172,21,2014,17,fact ,172,,2014-02-17,5887.892,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,142,0.0,0.0,58.879,0.0,0.0,58.879,,,,
1720,21,2014,17,fact ,1720,,2014-02-17,4284.29,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,109,0.0,0.0,42.843,0.0,0.0,42.843,,,,0.0
1721,10,2014,17,fact ,172,,2014-02-14,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,600.0,0.0,0.0,600.0,,,,
1722,21,2014,17,fact ,1722,,2014-02-17,2474.577,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,109,0.0,0.0,24.746,0.0,0.0,24.746,,,,0.0
1723,21,2014,17,fact ,1723,,2014-02-17,2527.016,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,110,0.0,0.0,25.27,0.0,0.0,25.27,,,,0.0
1724,21,2014,17,fact ,1724,,2014-02-17,7404.637,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,112,0.0,0.0,74.046,0.0,0.0,74.046,,,,0.0
1725,21,2014,17,fact ,1725,,2014-02-17,7631.722,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,112,0.0,0.0,76.317,0.0,0.0,76.317,,,,0.0
1726,21,2014,17,fact ,1726,,2014-02-17,2264.82,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,113,0.0,0.0,22.648,0.0,0.0,22.648,,,,
1727,21,2014,17,fact ,1727,,2014-02-17,5274.115,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,113,0.0,0.0,52.741,0.0,0.0,52.741,,,,
1728,21,2014,17,fact ,1728,,2014-02-17,4171.7,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,113,0.0,200.851,41.717,0.0,0.0,41.717,,,,0.0
1729,21,2014,17,fact ,1729,,2014-02-17,3051.408,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,114,0.0,0.0,30.514,0.0,0.0,30.514,,,,0.0
173,21,2014,17,fact ,173,,2014-02-17,3307.645,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,142,0.0,0.0,33.076,0.0,0.0,33.076,,,,
1730,21,2014,17,fact ,1730,,2014-02-17,3261.165,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,115,0.0,0.0,32.612,0.0,0.0,32.612,,,,0.0
1731,10,2014,17,fact ,173,,2014-02-21,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,28,0.0,0.0,600.0,0.0,0.0,600.0,,,,
1732,21,2014,17,fact ,1732,,2014-02-17,3245.171,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,116,0.0,0.0,32.452,0.0,0.0,32.452,,,,0.0
1733,21,2014,17,fact ,1733,,2014-02-17,2488.6,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,117,0.0,0.0,24.886,0.0,0.0,24.886,,,,0.0
1734,21,2014,17,fact ,1734,,2014-02-17,2386.65,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,117,0.0,0.0,23.867,0.0,0.0,23.867,,,,0.0
1735,21,2014,17,fact ,1735,,2014-02-17,4360.4,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,117,0.0,0.0,43.604,0.0,0.0,43.604,,,,0.0
1736,21,2014,17,fact ,1736,,2014-02-17,5300.4,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,117,0.0,0.0,53.004,0.0,0.0,53.004,,,,0.0
1737,21,2014,17,fact ,1737,,2014-02-17,2866.262,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,119,0.0,0.0,28.663,0.0,0.0,28.663,,,,0.0
1738,21,2014,17,fact ,1738,,2014-02-17,8382.663,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,120,0.0,0.0,83.827,0.0,0.0,83.827,,,,0.0
1739,21,2014,17,fact ,1739,,2014-02-17,4290.88,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,122,0.0,0.0,42.909,0.0,0.0,42.909,,,,0.0
174,21,2014,17,fact ,174,,2014-02-17,2801.13,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,142,0.0,0.0,28.011,0.0,0.0,28.011,,,,
1740,21,2014,17,fact ,1740,,2014-02-17,2969.353,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,124,0.0,0.0,29.694,0.0,0.0,29.694,,,,0.0
1741,21,2014,17,fact ,1741,,2014-02-17,3003.736,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,30.037,0.0,0.0,30.037,,,,0.0
1742,21,2014,17,fact ,1742,,2014-02-17,3289.625,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,32.896,0.0,0.0,32.896,,,,0.0
1743,21,2014,17,fact ,1743,,2014-02-17,2169.476,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,21.695,0.0,0.0,21.695,,,,0.0
1744,21,2014,17,fact ,1744,,2014-02-17,3585.334,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,35.853,0.0,0.0,35.853,,,,0.0
1745,21,2014,17,fact ,1745,,2014-02-17,2076.814,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,20.768,0.0,0.0,20.768,,,,0.0
1746,21,2014,17,fact ,1746,,2014-02-17,2479.344,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,125,0.0,0.0,24.793,0.0,0.0,24.793,,,,0.0
1747,21,2014,17,fact ,1747,,2014-02-17,6048.785,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,128,0.0,0.0,60.488,0.0,0.0,60.488,,,,0.0
1748,21,2014,17,fact ,1748,,2014-02-17,2741.54,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,93,0.0,0.0,27.415,0.0,0.0,27.415,,,,0.0
1749,21,2014,17,fact ,1749,,2014-02-17,2956.005,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,130,0.0,0.0,29.56,0.0,0.0,29.56,,,,0.0
175,21,2014,17,fact ,175,,2014-02-17,2920.191,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,87,0.0,0.0,29.202,0.0,0.0,29.202,,,,0.0
1750,21,2014,17,fact ,1750,,2014-02-17,3666.377,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,131,0.0,0.0,36.664,0.0,0.0,36.664,,,,0.0
1751,21,2014,17,fact ,1751,,2014-02-17,7048.154,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,134,0.0,0.0,70.482,0.0,0.0,70.482,,,,
1752,21,2014,17,fact ,1752,,2014-02-17,6902.13,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,134,0.0,0.0,69.021,0.0,0.0,69.021,,,,
1753,21,2014,17,fact ,1753,,2014-02-17,2074.132,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,137,0.0,0.0,20.741,0.0,0.0,20.741,,,,0.0
176,9,2014,17,fact ,176,,2014-03-04,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,600.0,0.0,0.0,600.0,,,,
1761,21,2014,17,fact ,176,,2014-02-17,2097.968,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,89,0.0,0.0,20.98,0.0,0.0,20.98,,,,0.0
177,9,2014,17,fact ,177,,2014-03-11,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,600.0,0.0,0.0,600.0,,,,
1771,21,2014,17,fact ,177,,2014-02-17,3218.26,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,91,0.0,0.0,32.183,0.0,0.0,32.183,,,,0.0
178,9,2014,17,fact ,178,,2014-03-26,40000.0,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,600.0,0.0,0.0,600.0,,,,
1781,21,2014,17,fact ,178,,2014-02-17,2869.063,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,91,0.0,0.0,28.691,0.0,0.0,28.691,,,,0.0
179,9,2014,17,fact ,179,,2014-04-04,38402.782,TND,0.0,,0.0,,C    ,,0.0,1.5,False,True,32,0.0,0.0,576.042,0.0,0.0,576.042,,,,
1791,21,2014,17,fact ,179,,2014-02-17,2484.111,TND,0.0,,0.0,,C    ,,20.0,1.0,False,True,91,0.0,0.0,24.841,0.0,0.0,24.841,,,,0.0
18,22,2014,46,fact ,18,,2014-02-26,246.8,TND,45.0,,0.0,,C    ,,0.0,0.0,False,True,37,0.0,0.0,0.0,0.18,0.0,0.0,,,,0.0
